	Match	Coverage	Identity	E-val	Entry	Protein names	Gene	Length	ExpAA	First60	PredHel	Topology
lcl|NC_007205.1_prot_WP_011282236.1_1197	WP_000824439	0.4426229508196721	0.3148148148148148	6.99602e-05	P0AA86	Thiol:disulfide interchange protein DsbE (Cytochrome c biogenesis protein CcmG)	dsbE	122	1.87	1.87	0	o
lcl|NC_007205.1_prot_WP_011282239.1_1200	WP_000445651	0.9137931034482759	0.2830188679245283	8.80056e-21	P76630	Inner membrane protein YgaZ	ygaZ	232	157.7	40.0	8	i12-34o38-60i62-79o99-121i134-156o162-179i186-204o208-227i
lcl|NC_007205.1_prot_WP_011282240.1_1201	WP_000996005	0.9289772727272727	0.3486238532110092	3.16005e-51	P31134	Putrescine transport ATP-binding protein PotG	potG	352	0.02	0.01	0	o
lcl|NC_007205.1_prot_WP_011282241.1_1202	WP_000458406	0.2788104089219331	0.26	7.88538e-11	P16701	Sulfate transport system permease protein CysT	cysU	538	264.54	29.96	12	i7-29o55-77i84-106o137-156i210-232o236-255i288-310o325-347i368-390o405-427i467-489o509-531i
lcl|NC_007205.1_prot_WP_011282244.1_1204	WP_000857856	0.9740566037735849	0.6150121065375302	0.0	P0A9G6	Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)	aceA	424	0.04	0.0	0	o
lcl|NC_007205.1_prot_WP_011282246.1_1206	WP_000648572	0.9594594594594594	0.2852112676056338	1.23034e-29	P30864	Uncharacterized HTH-type transcriptional regulator YafC	yafC	296	8.6	0.05	0	o
lcl|NC_007205.1_prot_WP_011282247.1_1207	WP_001148481	0.984984984984985	0.4268292682926829	5.71354e-93	P26646	Probable acrylyl-CoA reductase AcuI (EC 1.3.1.84) (Acryloyl-coenzyme A reductase AcuI)	acuI	333	15.48	0.0	0	o
lcl|NC_007205.1_prot_WP_011282248.1_1208	WP_001139613	0.8514851485148515	0.4011627906976744	7.13381e-33	P0A6T5	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE	202	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011282250.1_1210	WP_001056384	0.3870967741935484	0.2708333333333333	1.05633	P0AAX8	Probable L,D-transpeptidase YbiS (EC 2.-.-.-)	ybiS	124	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282251.1_1211	WP_000894185	0.1238390092879257	0.35	0.0111842	P77732	Uncharacterized HTH-type transcriptional regulator RhmR	rhmR	323	1.47	1.43	0	o
lcl|NC_007205.1_prot_WP_011282254.1_1214	WP_000080722	0.7602523659305994	0.3236514522821577	3.42048e-33	P77378	Putative electron transfer flavoprotein subunit YdiR	ydiR	317	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011282255.1_1215	WP_000692204	0.7590361445783133	0.30158730158730157	1.54076e-14	P60566	Protein FixA	fixA	249	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282256.1_1216	WP_001266908	0.4567901234567901	0.27297297297297296	1.4902e-09	P0A6J5	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA	810	16.95	16.94	1	i7-24o
lcl|NC_007205.1_prot_WP_011282258.1_1218	WP_001190363	0.5238095238095238	0.32323232323232326	2.72844e-09	P43340	Uncharacterized NAD(P)H oxidoreductase YcaK (EC 1.6.99.-)	ycaK	189	10.4	0.0	0	o
lcl|NC_007205.1_prot_WP_011282262.1_1222	WP_001301418	0.896551724137931	0.4	2.17242e-29	P75874	Uncharacterized protein YccU	yccU	145	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282263.1_1225	WP_000985494	0.2074074074074074	0.42857142857142855	0.442027	P14175	Glycine betaine/L-proline transport ATP-binding protein ProV	proV	135	0.01	0.01	0	o
lcl|NC_007205.1_prot_WP_011282264.1_1226	WP_000067822	0.889168765743073	0.24362606232294617	4.3106e-32	P0ABR7	Putative dioxygenase subunit alpha YeaW (EC 1.14.-.-)	yeaW	397	0.26	0.0	0	o
lcl|NC_007205.1_prot_WP_011282265.1_1228	WP_000068701	0.7300884955752213	0.2818181818181818	3.67616e-25	P27248	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT	452	0.21	0.0	0	o
lcl|NC_007205.1_prot_WP_011282269.1_1235	WP_000494172	0.9354838709677419	0.3793103448275862	2.18947e-36	P76319	Uncharacterized N-acetyltransferase YedL (EC 2.3.1.-)	yedL	155	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282274.1_1242	WP_000638031	0.17314487632508835	0.32653061224489793	5.40212	Q47377	Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE (L-Ara4N-phosphoundecaprenol flippase subunit ArnE) (Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE)	arnE	283	201.63	39.55	10	i5-24o29-51i64-86o91-113i120-137o142-164i171-193o208-230i239-256o266-280i
lcl|NC_007205.1_prot_WP_011282276.1_1244	WP_000891353	0.08917835671342686	0.34831460674157305	0.0756337	P0AB58	Lipopolysaccharide assembly protein B (Lipopolysaccharide regulatory protein)	lapB	998	3.91	3.37	0	o
lcl|NC_007205.1_prot_WP_011282278.1_1246	WP_001266908	0.715311004784689	0.23076923076923078	2.65211e-10	P0A6J5	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA	418	0.25	0.22	0	o
lcl|NC_007205.1_prot_WP_011282279.1_1247	WP_000101055	0.058823529411764705	0.3939393939393939	1.13335	P0AEZ3	Septum site-determining protein MinD (Cell division inhibitor MinD)	minD	561	0.68	0.0	0	o
lcl|NC_007205.1_prot_WP_011282280.1_1248	WP_000601847	0.5741444866920152	0.2582781456953642	0.000526447	P00903	Aminodeoxychorismate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA	263	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282281.1_1249	WP_000741518	0.9845360824742269	0.3219895287958115	1.38714e-58	P37686	Probable alcohol dehydrogenase (EC 1.1.1.1)	yiaY	388	0.74	0.01	0	o
lcl|NC_007205.1_prot_WP_011282282.1_1250	WP_000089110	0.9868995633187773	0.27654867256637167	5.1862e-48	P17445	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB	458	20.47	0.0	1	i119-141o
lcl|NC_007205.1_prot_WP_011282283.1_1251	WP_000603502	0.9880478087649402	0.24193548387096775	4.23541e-23	P37769	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-deoxy-D-gluconate 3-dehydrogenase) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase) (20-ketosteroid reductase) (EC 1.1.1.-)	kduD	251	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011282285.1_1253	WP_000279599	0.7968397291196389	0.24079320113314448	8.47812e-19	P37675	2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN	yiaN	443	278.45	41.59	13	i5-24o28-50i63-85o105-127i148-170o180-202i228-247o251-270i287-309o324-346i351-368o373-395i416-438o
lcl|NC_007205.1_prot_WP_011282288.1_1257	WP_001078880	0.5395033860045146	0.2510460251046025	0.0978868	P37127	Protein AegA	aegA	443	0.15	0.0	0	o
lcl|NC_007205.1_prot_WP_011282289.1_1258	WP_000774988	0.7782426778242678	0.3472803347280335	1.4752e-37	P14176	Glycine betaine/L-proline transport system permease protein ProW	proW	717	344.17	19.51	15	o10-27i175-194o204-226i239-261o266-288i319-341o356-375i401-423o451-470i477-499o503-520i527-549o573-595i644-666o681-703i
lcl|NC_007205.1_prot_WP_011282291.1_1264	WP_000068701	0.4374193548387097	0.30383480825958703	1.65624e-37	P27248	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT	775	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282293.1_1266	WP_001266908	0.1244343891402715	0.2909090909090909	1.33437	P0A6J5	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA	442	0.05	0.04	0	o
lcl|NC_007205.1_prot_WP_011282294.1_1267	WP_001271717	0.591002044989775	0.328719723183391	8.20453e-29	P0A9C5	Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase)	glnA	489	0.45	0.4	0	o
lcl|NC_007205.1_prot_WP_011282295.1_1268	WP_000334099	0.5955414012738853	0.27807486631016043	9.39906e-11	P17169	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS	314	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011282296.1_1269	WP_000492339	0.08450704225352113	0.5	4.54082	P33015	UPF0394 inner membrane protein YeeE	yeeE	284	0.93	0.0	0	o
lcl|NC_007205.1_prot_WP_011282297.1_1272	WP_000108330	0.09656652360515021	0.4	0.103822	P46859	Thermoresistant gluconokinase (EC 2.7.1.12) (Gluconate kinase 2)	gntK	466	237.48	29.79	11	o10-32i53-75o118-140i147-169o184-206i227-249o264-286i293-315o325-347i360-382o404-426i
lcl|NC_007205.1_prot_WP_011282298.1_1274	WP_000334099	0.4726027397260274	0.3115942028985507	1.92526e-13	P17169	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS	292	0.02	0.02	0	o
lcl|NC_007205.1_prot_WP_011282300.1_1277	WP_001296746	0.9206349206349206	0.2857142857142857	2.87974e-32	P78061	Gamma-glutamylputrescine synthetase PuuA (Gamma-Glu-Put synthetase) (EC 6.3.1.11) (Glutamate--putrescine ligase)	puuA	441	1.53	1.45	0	o
lcl|NC_007205.1_prot_WP_011282300.1_1277	WP_001296746	0.9206349206349206	0.2857142857142857	2.87974e-32	Q5H777	Gamma-glutamylputrescine synthetase	puuA	441	1.53	1.45	0	o
lcl|NC_007205.1_prot_WP_011282301.1_1278	WP_000110493	0.9578947368421052	0.33791208791208793	4.89666e-70	P66899	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	ygeX	380	4.13	0.0	0	o
lcl|NC_007205.1_prot_WP_011282302.1_1279	WP_000207142	0.9894291754756871	0.3547008547008547	7.92624e-83	P00914	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	phrB	473	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011282305.1_1283	WP_000574091	0.04157043879907621	0.5	4.15847	P0AEH3	Protein ElaA	elaA	433	0.21	0.2	0	o
lcl|NC_007205.1_prot_WP_011282310.1_1288	WP_001298964	0.9090909090909091	0.3277777777777778	1.88733e-48	P23908	Acetylornithine deacetylase (AO) (Acetylornithinase) (EC 3.5.1.16) (N-acetylornithinase) (NAO)	argE	396	0.13	0.0	0	o
lcl|NC_007205.1_prot_WP_011282311.1_1289	WP_000138615	0.9895397489539749	0.35517970401691334	5.56038e-85	P80668	Phenylacetaldehyde dehydrogenase (PAD) (EC 1.2.1.39)	feaB	478	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011282312.1_1290	WP_000105566	0.9158878504672897	0.4013605442176871	5.03777e-57	P60651	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	speB	321	0.14	0.01	0	o
lcl|NC_007205.1_prot_WP_011282314.1_1292	WP_000477225	0.6355140186915887	0.35294117647058826	4.6002e-16	P0AFL3	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Rotamase A)	ppiA	214	20.15	20.03	1	i13-32o
lcl|NC_007205.1_prot_WP_011282316.1_1294	WP_000973360	0.5540540540540541	0.29431438127090304	8.5672e-21	P76083	3-hydroxyadipyl-CoA dehydrogenase (EC 1.1.1.-)	paaH	740	3.74	3.54	0	o
lcl|NC_007205.1_prot_WP_011282317.1_1296	WP_000105430	0.5349397590361445	0.32432432432432434	2.76455e-33	P31135	Putrescine transport system permease protein PotH	potH	415	132.61	21.4	6	i29-51o201-223i230-252o282-304i334-356o382-404i
lcl|NC_007205.1_prot_WP_011282319.1_1298	WP_000192349	0.9558011049723757	0.3930635838150289	2.24417e-80	P37009	Fe(3+) ions import ATP-binding protein FbpC (EC 3.6.3.30)	fbpC	362	0.06	0.0	0	o
lcl|NC_007205.1_prot_WP_011282323.1_1303	WP_000600499	0.7653846153846153	0.2864321608040201	3.15933e-10	P37355	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	menH	260	0.47	0.0	0	o
lcl|NC_007205.1_prot_WP_011282324.1_1305	WP_001271242	0.6175438596491228	0.2159090909090909	0.0339521	P0ABT8	Probable cystine transporter YijE	yijE	285	204.13	39.84	10	i5-22o32-54i61-80o90-112i121-140o144-163i172-194o209-231i243-260o264-281i
lcl|NC_007205.1_prot_WP_011282327.1_1310	WP_001295111	0.9345238095238095	0.31528662420382164	1.49183e-24	P0AEX7	High-affinity branched-chain amino acid transport system permease protein LivH (LIV-I protein H)	livH	336	179.84	39.02	7	o20-39i52-74o78-100i113-132o169-186i215-237o252-274i
lcl|NC_007205.1_prot_WP_011282328.1_1311	WP_000224099	0.9957446808510638	0.3504273504273504	1.66875e-37	P0A9V1	Lipopolysaccharide export system ATP-binding protein LptB (EC 3.6.3.-)	lptB	235	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011282329.1_1312	WP_000416891	0.9545454545454546	0.25793650793650796	4.2765e-28	P22731	High-affinity branched-chain amino acid transport ATP-binding protein LivF (LIV-I protein F)	livF	264	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_011282331.1_1314	WP_000993126	0.9867986798679867	0.451505016722408	5.93358e-92	P76621	Protein CsiD	csiD	303	1.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011282334.1_1317	WP_000416891	0.9003831417624522	0.4085106382978723	8.51019e-54	P22731	High-affinity branched-chain amino acid transport ATP-binding protein LivF (LIV-I protein F)	livF	261	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011282335.1_1318	WP_000224099	0.991869918699187	0.3442622950819672	1.07757e-42	P0A9V1	Lipopolysaccharide export system ATP-binding protein LptB (EC 3.6.3.-)	lptB	246	0.02	0.01	0	o
lcl|NC_007205.1_prot_WP_011282339.1_1323	WP_000876011	0.6632653061224489	0.26153846153846155	5.92427	P0DMC5	Sensor histidine kinase RcsC (EC 2.7.13.3) (Capsular synthesis regulator component C)	rcsC	98	0.0	0.0	0	i
lcl|NC_007205.1_prot_WP_011282340.1_1325	WP_001284618	0.9596774193548387	0.44537815126050423	2.05762e-31	P0A746	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB	124	0.0	0.0	0	i
lcl|NC_007205.1_prot_WP_011282341.1_1328	WP_001266908	0.9903147699757869	0.24938875305623473	1.08162e-32	P0A6J5	D-amino acid dehydrogenase (EC 1.4.99.-) (D-alanine dehydrogenase)	dadA	413	1.74	1.68	0	o
lcl|NC_007205.1_prot_WP_011282342.1_1329	WP_000131719	0.9758713136729222	0.42032967032967034	2.12805e-80	P0ABG7	Rod shape-determining protein RodA	mrdB	373	209.96	27.14	10	i21-38o53-72i74-96o106-128i140-162o166-185i190-212o278-297i310-332o342-364i
lcl|NC_007205.1_prot_WP_011282343.1_1330	WP_000776191	0.9648854961832061	0.310126582278481	1.45106e-98	P0AD65	Penicillin-binding protein 2 (PBP-2)	mrdA	655	19.7	19.66	1	i19-41o
lcl|NC_007205.1_prot_WP_011282346.1_1333	WP_000913396	0.9565217391304348	0.5848484848484848	3.98657e-138	P0A9X4	Rod shape-determining protein MreB	mreB	345	0.09	0.01	0	o
lcl|NC_007205.1_prot_WP_018413556.1_140	WP_000732240	0.9411764705882353	0.3515625	7.67732e-26	P42619	Inner membrane protein YqjF	yqjF	136	81.44	32.24	4	i21-38o48-70i77-94o104-121i
lcl|NC_007205.1_prot_WP_018413569.1_154	WP_001040654	0.2	0.4666666666666667	0.266882	P10121	Signal recognition particle receptor FtsY (SRP receptor)	ftsY	150	22.0	22.0	1	i7-29o
lcl|NC_007205.1_prot_WP_018413748.1_412	WP_000918506	0.9701492537313433	0.3076923076923077	1.64799	P75835	Inner membrane transporter YcaM	ycaM	67	43.07	38.14	2	i9-28o43-65i
lcl|NC_007205.1_prot_WP_018414265.1_1183	WP_001076046	0.2097560975609756	0.3488372093023256	0.000656766	P41443	Putative type II secretion system protein H (T2SS protein H) (Protein transport protein HofH) (Putative general secretion pathway protein H)	gspH	205	22.56	22.51	1	o10-32i
lcl|NC_007205.1_prot_WP_020169003.1_406	WP_000059111	0.9340425531914893	0.3826879271070615	2.10926e-103	P03004	Chromosomal replication initiator protein DnaA	dnaA	470	0.31	0.0	0	o
lcl|NC_007205.1_prot_WP_020169009.1_413	WP_000593938	0.1926605504587156	0.3333333333333333	0.840177	P75764	Uncharacterized protein YbhJ	ybhJ	218	0.03	0.02	0	o
lcl|NC_007205.1_prot_WP_020169177.1_647	WP_001295111	0.9756944444444444	0.30604982206405695	5.06921e-28	P0AEX7	High-affinity branched-chain amino acid transport system permease protein LivH (LIV-I protein H)	livH	288	161.95	29.13	7	i12-34o64-86i95-117o139-161i194-216o226-248i255-277o
lcl|NC_007205.1_prot_WP_020169284.1_790	WP_000086722	0.5973597359735974	0.26519337016574585	3.49241e-09	P0A9M8	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta	303	17.59	0.09	1	o259-281i
lcl|NC_007205.1_prot_WP_020169615.1_1281	WP_001192332	0.9630681818181818	0.2831858407079646	2.22201e-48	P64612	Cell division protein ZapE (Z ring-associated protein ZapE)	zapE	352	0.56	0.19	0	o
lcl|NC_007205.1_prot_WP_026225058.1_694	WP_000135199	0.9142857142857143	0.5	2.02513e-18	P0A7T7	30S ribosomal protein S18	rpsR	70	0.0	0.0	0	i
lcl|NC_007205.1_prot_WP_026225060.1_727	WP_001297705	0.6448598130841121	0.2971014492753623	0.511167	P77538	Uncharacterized protein YfhR	yfhR	214	0.13	0.0	0	o
lcl|NC_007205.1_prot_WP_026225064.1_872	WP_000612644	0.9803921568627451	0.31	3.89218e-14	P0AFE4	NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K) (NUO11)	nuoK	102	67.18	44.32	3	o4-26i31-53o63-85i
lcl|NC_007205.1_prot_WP_027306694.1_630	WP_000422182	0.07792207792207792	0.5	1.25145	P33941	ABC transporter ATP-binding protein YojI	yojI	308	8.4	1.38	0	o
lcl|NC_007205.1_prot_WP_027306947.1_961	WP_001350496	0.5527272727272727	0.2565789473684211	9.23765e-11	P43674	Uncharacterized metalloprotease YcaL (EC 3.4.24.-)	ycaL	275	13.27	13.25	0	o
lcl|NC_007205.1_prot_WP_027306977.1_1004	WP_001043542	0.9	0.3333333333333333	2.55802e-14	P0ACF4	DNA-binding protein HU-beta (HU-1) (NS1)	hupB	100	0.0	0.0	0	i
lcl|NC_007205.1_prot_WP_027307111.1_1319	WP_000211858	0.2857142857142857	0.32	0.000560224	P0AGI1	Ribose transport system permease protein RbsC	rbsC	350	194.66	41.03	9	i5-22o27-44i57-79o103-125i132-154o174-196i227-246o266-288i295-317o
lcl|NC_007205.1_prot_WP_027307112.1_1320	WP_001295111	0.9124579124579124	0.2952029520295203	4.5239e-30	P0AEX7	High-affinity branched-chain amino acid transport system permease protein LivH (LIV-I protein H)	livH	297	171.42	41.36	8	o10-32i39-61o65-87i100-122o142-164i198-220o235-257i264-283o
lcl|NC_007205.1_prot_WP_027307127.1_30	WP_000642196	0.9	0.2876984126984127	2.74392e-44	P0AD68	Peptidoglycan synthase FtsI (EC 2.4.1.129) (Penicillin-binding protein 3) (PBP-3) (Peptidoglycan glycosyltransferase 3)	ftsI	560	21.73	21.73	1	i31-53o
lcl|NC_007205.1_prot_WP_027307135.1_49	WP_000685029	0.5810055865921788	0.28125	1.16864e-32	P69681	Ammonia channel (Ammonia transporter)	amtB	716	240.92	25.45	11	o15-37i58-80o95-117i124-146o182-204i217-239o254-276i283-300o305-327i334-356o371-393i
lcl|NC_007205.1_prot_WP_034391655.1_499	WP_000153907	0.10582010582010581	0.45	3.63965	P25665	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE	189	21.26	21.24	1	i19-41o
lcl|NC_007205.1_prot_WP_034391726.1_757	WP_000953441	0.05275779376498801	0.5909090909090909	0.650173	P16869	FhuE receptor (Outer-membrane receptor for Fe(III)-coprogen, Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid)	fhuE	417	1.43	1.43	0	o
lcl|NC_007205.1_prot_WP_034399313.1_287	WP_000373624	0.8387096774193549	0.5384615384615384	6.59376e-57	P0AAC4	Inner membrane protein YbhL	ybhL	217	142.48	41.25	7	o4-21i34-56o71-93i100-117o127-146i153-171o191-213i
lcl|NC_007205.1_prot_WP_034400343.1_223	WP_001055791	0.8544973544973545	0.33126934984520123	3.34868e-35	P23865	Tail-specific protease (EC 3.4.21.102) (C-terminal-processing peptidase) (PRC protein) (Protease Re)	prc	378	0.37	0.31	0	o
lcl|NC_007205.1_prot_WP_041185767.1_122	WP_000155570	0.08100558659217877	0.3448275862068966	9.34885	P52129	mRNA endoribonuclease LS (EC 3.1.-.-) (RNase LS) (Toxin LS)	rnlA	358	0.63	0.26	0	o
lcl|NC_007205.1_prot_WP_041185769.1_204	WP_001100469	0.9132947976878613	0.3670886075949367	2.26098e-26	P37619	Inner membrane protein YhhQ	yhhQ	173	104.35	28.07	5	o15-37i49-71o76-95i108-130o143-165i
lcl|NC_007205.1_prot_WP_041185770.1_379	WP_000162740	0.967032967032967	0.44772727272727275	6.48324e-127	P0AEI1	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB	455	0.07	0.0	0	o
lcl|NC_007205.1_prot_WP_041185771.1_382	WP_000853021	0.9748549323017408	0.24801587301587302	4.98546e-43	P23930	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-) (Copper homeostasis protein CutE)	lnt	517	168.12	36.31	8	i9-26o31-49i62-84o94-116i123-145o160-190i197-214o489-511i
lcl|NC_007205.1_prot_WP_041185772.1_418	WP_001336282	0.8503521126760564	0.2546583850931677	3.24734e-21	P38135	Short-chain-fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase)	fadK	568	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_041185774.1_422	WP_000007101	0.0966183574879227	0.275	1.92543	P25888	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	rhlE	828	3.32	3.31	0	o
lcl|NC_007205.1_prot_WP_041185776.1_450	WP_000986601	0.06313993174061433	0.40540540540540543	5.09378	P06720	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)	melA	586	13.39	13.39	1	i7-24o
lcl|NC_007205.1_prot_WP_041185777.1_496	WP_000972203	0.9296296296296296	0.3346613545816733	3.52352e-51	P0AFN6	Inner membrane transport permease YadH	yadH	270	147.85	21.14	7	o42-61i68-90o105-127i132-151o156-178i185-205o240-262i
lcl|NC_007205.1_prot_WP_041185778.1_593	WP_001197646	0.1452991452991453	0.27450980392156865	7.32478	P0A6U8	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA	351	0.05	0.04	0	o
lcl|NC_007205.1_prot_WP_041185779.1_599	WP_000130217	0.9124579124579124	0.4022140221402214	3.78668e-58	P0AGB3	RNA polymerase sigma factor RpoH (Heat shock regulatory protein F33.4) (RNA polymerase sigma-32 factor)	rpoH	297	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_041185780.1_640	WP_001299507	0.9833333333333333	0.5783132530120482	4.79808e-67	P0ADG7	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB	360	0.14	0.0	0	o
lcl|NC_007205.1_prot_WP_041185781.1_676	WP_000339104	0.1760797342192691	0.2641509433962264	1.39081	P27844	Protein RarD	rarD	301	213.91	41.64	10	i9-31o41-59i72-94o99-121i126-148o153-175i182-201o216-238i243-265o269-291i
lcl|NC_007205.1_prot_WP_041185789.1_912	WP_000151261	0.2524271844660194	0.28846153846153844	7.92224	P77596	Uncharacterized protein YagF (EC 4.-.-.-)	yagF	206	22.52	22.51	1	o10-32i
lcl|NC_007205.1_prot_WP_041185790.1_984	WP_001295286	0.8073170731707318	0.27492447129909364	9.20236e-34	P77690	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (Polymyxin resistance protein PmrH) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	410	0.43	0.02	0	o
